,link,price,condo_fee,bedrooms,bathrooms,vacancies,total_area_m2,address,description,rua,bairro
262,/imovel/venda-apartamento-3-quartos-com-piscina-enseada-do-sua-vitoria-es-108m2-id-2570072227/,1400000.0,1.0,3,2,2,108,"Rua Humberto Martins de Paula, Enseada do Suá",Espetacular apartamento 3 quartos sendo 3 suítes com 108m2 na Enseada do Sua - Vitória ES,Rua Humberto Martins de Paula, Enseada do Suá
263,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-97m2-id-2597562961/,990000.0,550.0,3,2,2,97,"Rua Dulce Brito Espíndula, Jardim Camburi",Apartamento à venda de 3 quartos com suíte em Jardim Camburi,Rua Dulce Brito Espíndula, Jardim Camburi
264,/imovel/venda-apartamento-2-quartos-com-piscina-praia-do-canto-vitoria-es-70m2-id-2624173555/,725000.0,500.0,2,1,1,70,"Avenida Rio Branco, Praia do Canto",Excelente 2 quartos com suíte na Praia do Canto,Avenida Rio Branco, Praia do Canto
265,/imovel/venda-apartamento-4-quartos-com-churrasqueira-praia-de-santa-helena-vitoria-es-138m2-id-2625856056/,1920000.0,932.0,4,4,2,138,"Avenida Antônio Borges, Praia de Santa Helena","Apartamento 4 quartos em Praia de Santa Helena - Vitória, ES",Avenida Antônio Borges, Praia de Santa Helena
266,/imovel/venda-apartamento-3-quartos-parque-moscoso-vitoria-es-120m2-id-2489864449/,290000.0,,3,2,1,120,"Rua Vinte e Três de Maio, Parque Moscoso",Apartamento de 3 quartos para venda no Centro de Vitória-ES.,Rua Vinte e Três de Maio, Parque Moscoso
267,/imovel/venda-apartamento-2-quartos-com-piscina-jardim-camburi-vitoria-es-62m2-id-2570867337/,470000.0,340.0,2,2,1,62,"Rua Arquiteto Décio Thevenard, Jardim Camburi",Apartamento de 2 quartos em Jardim Camburi para venda - Vitória - ES,Rua Arquiteto Décio Thevenard, Jardim Camburi
268,/imovel/venda-apartamento-3-quartos-praia-do-canto-vitoria-es-105m2-id-2595676712/,1050000.0,688.0,3,3,2,105,"Rua Saúl de Navarro, Praia do Canto",Apartamento 3 quartos com suíte à venda na Praia do Canto,Rua Saúl de Navarro, Praia do Canto
269,/imovel/venda-apartamento-2-quartos-monte-belo-vitoria-es-64m2-id-2609122773/,430000.0,250.0,2,2,1,64,"Rua Chafic Murad, Monte Belo",Apartamento com 2 quartos em Monte Belo - Vitória - ES,Rua Chafic Murad, Monte Belo
270,/imovel/venda-apartamento-2-quartos-com-cozinha-jardim-da-penha-vitoria-es-80m2-id-2625621080/,500000.0,300.0,2,1,1,80,"Rua Amélia Tartuce Nasser, Jardim da Penha","Apartamento para Venda em Vitória, Jardim da Penha, 2 dormitórios, 1 banheiro, 1 vaga",Rua Amélia Tartuce Nasser, Jardim da Penha
271,/imovel/venda-apartamento-3-quartos-com-churrasqueira-praia-do-canto-vitoria-es-126m2-id-2573479546/,450000.0,450.0,3,2,1,126,"Rua Mary Ubirajara, Praia do Canto",Apartamento para venda com 3 quartos com 126 m² em Praia do Canto - Vitória - ES,Rua Mary Ubirajara, Praia do Canto
272,/imovel/venda-apartamento-2-quartos-com-churrasqueira-consolacao-vitoria-es-60m2-id-2604102100/,245000.0,425.0,2,2,1,60,"Rua Antônio Aleixo, Consolação",Lindo e Amplo 02 Qtos Lazer Oportunidade,Rua Antônio Aleixo, Consolação
273,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-77m2-id-2539180641/,817900.0,,2,2,2,77,"Rua Engenheiro Fábio Ruschi, Bento Ferreira",Apartamento 2 quartos em Bento Ferreira - Vitória,Rua Engenheiro Fábio Ruschi, Bento Ferreira
274,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-65m2-id-2616450135/,530000.0,500.0,2,2,2,65,"Avenida Cezar Hilal, Bento Ferreira",VENDO APARTAMENTO - BENTO FERREIRA,Avenida Cezar Hilal, Bento Ferreira
275,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-80m2-id-2617858551/,700000.0,400.0,3,2,2,80,"Avenida Armando Duarte Rabello, Jardim Camburi","Apartamento à venda, Jardim Camburi, Vitória, ES",Avenida Armando Duarte Rabello, Jardim Camburi
276,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-95m2-id-2625695556/,1050000.0,550.0,3,3,2,95,"Rua Carlos Martins, Jardim Camburi",Apartamento para venda tem 95 metros quadrados com 3 quartos em Jardim Camburi - Vitória - ES,Rua Carlos Martins, Jardim Camburi
277,/imovel/venda-apartamento-3-quartos-com-piscina-mata-da-praia-vitoria-es-256m2-id-2625748105/,2650000.0,0.0,3,4,4,256,Mata da Praia,"Apartamento com 3 dormitórios à venda, 256 m² por R$ 2.650.000,00 - Mata da Praia - Vitória/ES",Mata da Praia,
278,/imovel/venda-apartamento-2-quartos-mobiliado-praia-do-canto-vitoria-es-62m2-id-2625647763/,1200000.0,650.0,2,2,2,62,"Rua Aleixo Netto, Praia do Canto","Apt. Venda WL PRIME, 62 mt², 2 quartos, Por. Fechada, Aleixo Neto, P. Canto",Rua Aleixo Netto, Praia do Canto
279,/imovel/venda-apartamento-3-quartos-com-piscina-enseada-do-sua-vitoria-es-90m2-id-2606684081/,900000.0,700.0,3,3,2,90,"Rua Professor Belmiro Siqueira, Enseada do Suá",Apartamento para venda tem 90 metros quadrados com 3 quartos em Enseada do Suá - Vitória - ES,Rua Professor Belmiro Siqueira, Enseada do Suá
280,/imovel/venda-apartamento-3-quartos-com-area-de-lazer-jardim-camburi-vitoria-es-80m2-id-2593287247/,540000.0,500.0,3,2,1,80,"Avenida Judith Leão Castello Ribeiro, Jardim Camburi",Apartamento para venda com 80 metros quadrados com 3 quartos em Jardim Camburi - Vitória - ES,Avenida Judith Leão Castello Ribeiro, Jardim Camburi
281,/imovel/venda-apartamento-3-quartos-com-churrasqueira-enseada-do-sua-vitoria-es-102m2-id-2555163510/,550000.0,750.0,3,2,1,102,"Rua Alaor de Queiroz Araújo, Enseada do Suá",APARTAMENTO 3 QUARTOS C/ SUITE - ENSEADA DO SUÁ,Rua Alaor de Queiroz Araújo, Enseada do Suá
282,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-85m2-id-2573280497/,671574.0,,3,2,2,85,Jardim Camburi,Apto de 2 a 3 quartos próx. ao Parque Botânico Vale,Jardim Camburi,
283,/imovel/venda-apartamento-2-quartos-jardim-camburi-vitoria-es-58m2-id-2612056282/,410000.0,430.0,2,1,1,58,Jardim Camburi,Apartamento em Jardim Camburi - Vitória,Jardim Camburi,
284,/imovel/venda-apartamento-3-quartos-mata-da-praia-vitoria-es-110m2-id-2573631087/,1450000.0,,3,3,2,110,"Avenida Comandante Álvaro Martins, Mata da Praia",Vitória - Apartamento Padrão - Mata da Praia,Avenida Comandante Álvaro Martins, Mata da Praia
285,/imovel/venda-apartamento-2-quartos-com-ar-condicionado-lourdes-vitoria-es-104m2-id-2621680986/,430000.0,300.0,2,2,1,104,"Rua Raymundo Vieira do Espírito Santo, Lourdes","Apartamento com 2 dormitórios à venda, 104 m² por R$ 430.000,00 - Lourdes - Vitória/ES",Rua Raymundo Vieira do Espírito Santo, Lourdes
286,/imovel/venda-apartamento-2-quartos-com-ar-condicionado-jardim-camburi-vitoria-es-98m2-id-2624023069/,425000.0,400.0,2,2,1,98,Jardim Camburi,"Apartamento com 2 dormitórios à venda, 98 m² por R$ 425.000,00 - Jardim Camburi - Vitória/ES",Jardim Camburi,
287,/imovel/venda-apartamento-2-quartos-com-piscina-maruipe-vitoria-es-49m2-id-2559860369/,350000.0,350.0,2,2,1,49,"Rua Rui Barbosa, Maruípe",Apartamento com 2 quartos - Maruípe - Vitória/ES,Rua Rui Barbosa, Maruípe
288,/imovel/venda-apartamento-1-quarto-com-cozinha-praia-do-canto-vitoria-es-42m2-id-2625742780/,450000.0,298.0,1,3,0,42,Praia do Canto,"1 quarto para à venda, com 42,00 m², na melhor localização da Praia do Canto",Praia do Canto,
289,/imovel/venda-apartamento-3-quartos-com-piscina-bento-ferreira-vitoria-es-75m2-id-2537861881/,645000.0,1.0,3,2,1,75,"Servidão Francisco Soares de Souza, Bento Ferreira",EXCELENTE 3 QUARTO/ SUITE EM BENTO FERREIRA,Servidão Francisco Soares de Souza, Bento Ferreira
290,/imovel/venda-apartamento-2-quartos-com-armario-embutido-jardim-camburi-vitoria-es-50m2-id-2625712159/,550000.0,400.0,2,1,2,50,"Avenida Munir Hilal, Jardim Camburi",Apartamento 2 quartos em Jardim Camburi,Avenida Munir Hilal, Jardim Camburi
291,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-63m2-id-2550395762/,576028.0,280.0,2,2,2,63,"Rua Amélia da Cunha Ornelas, Bento Ferreira","Apartamento em Bento Ferreira - Vitória, ES",Rua Amélia da Cunha Ornelas, Bento Ferreira
292,/imovel/venda-apartamento-4-quartos-com-piscina-jardim-camburi-vitoria-es-107m2-id-2624459903/,1100000.0,360.0,4,3,2,107,"Avenida Governador Eurico Rezende, Jardim Camburi","Apartamento com 4 dormitórios à venda, 107 m² por R$ 1.100.000,00 - Jardim Camburi - Vitória/ES",Avenida Governador Eurico Rezende, Jardim Camburi
293,/imovel/venda-apartamento-3-quartos-mobiliado-jardim-camburi-vitoria-es-75m2-id-2607153390/,720000.0,650.0,3,2,2,75,"Rua Gelu Vervloet dos Santos, Jardim Camburi",Apartamento para venda tem 75 metros quadrados com 3 quartos em Jardim Camburi - Vitória - ES,Rua Gelu Vervloet dos Santos, Jardim Camburi
294,/imovel/venda-apartamento-3-quartos-com-churrasqueira-barro-vermelho-vitoria-es-86m2-id-2554305347/,940442.0,,3,3,2,86,"Rua Doutor João Carlos de Souza, Barro Vermelho",O melhor 3Q Novo e com Lazer no Barro Vermelho - Vitória,Rua Doutor João Carlos de Souza, Barro Vermelho
295,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-85m2-id-2626014102/,743439.0,1.0,3,1,1,85,"Avenida Dante Michelini, Jardim Camburi",Apartamento 3 quartos em Jardim Camburi,Avenida Dante Michelini, Jardim Camburi
296,/imovel/venda-apartamento-4-quartos-com-piscina-jardim-camburi-vitoria-es-106m2-id-2566676853/,1184101.0,,4,2,3,106,"Avenida Governador Eurico Rezende, Jardim Camburi","Apartamento 4 quartos em Jardim Camburi - Vitória, ES",Avenida Governador Eurico Rezende, Jardim Camburi
297,/imovel/venda-apartamento-3-quartos-com-piscina-bento-ferreira-vitoria-es-75m2-id-2616065047/,680000.0,600.0,3,2,1,75,"Rua Henrique Rosetti, Bento Ferreira","Apartamento de 75 m² com 03 Quartos (01 Suíte), 02 Banheiros, 01 Vaga por R$ 680.000",Rua Henrique Rosetti, Bento Ferreira
298,/imovel/venda-apartamento-3-quartos-com-piscina-praia-do-canto-vitoria-es-147m2-id-2625450653/,2220000.0,1349.0,3,5,3,147,"Rua Aleixo Netto, Praia do Canto",Venda Apartamento 3 quartos Praia do Canto Vitória,Rua Aleixo Netto, Praia do Canto
299,/imovel/venda-apartamento-3-quartos-enseada-do-sua-vitoria-es-85m2-id-2625137813/,890000.0,750.0,3,2,1,85,"Rua Abiail do Amaral Carneiro, Enseada do Suá","Ed.Celebrity. 3 quartos , com suíte , lazer completo . Sol da manhã",Rua Abiail do Amaral Carneiro, Enseada do Suá
300,/lancamento/venda-apartamento-3-quartos-itapua-vila-velha-es-116m2-id-2574576010/,430301.0,0.0,1,1,1,40,"Rua Major Nodge Ulisses de Oliveira, Itapuã",Enjoy,Rua Major Nodge Ulisses de Oliveira, Itapuã
301,/lancamento/venda-apartamento-3-quartos-vale-encantado-vila-velha-es-54m2-id-2601671274/,,0.0,2,1,1,42,"Avenida São Gabriel da Palha, Vale Encantado",Vista do Vale,Avenida São Gabriel da Palha, Vale Encantado
302,/lancamento/venda-apartamento-4-quartos-praia-da-costa-vila-velha-es-261m2-id-2574580182/,1299000.0,0.0,4,3,3,112,"Avenida Antônio Gil Vellozo, Praia da Costa",RESIDENCIAL MARES DA COSTA- 112m²,Avenida Antônio Gil Vellozo, Praia da Costa
303,/imovel/venda-apartamento-4-quartos-com-piscina-mata-da-praia-vitoria-es-142m2-id-2625419269/,1790000.0,906.0,4,3,2,142,Mata da Praia,Venda Apartamento 4 quartos Mata da Praia Vitória,Mata da Praia,
304,/imovel/venda-apartamento-2-quartos-mobiliado-bento-ferreira-vitoria-es-77m2-id-2619277720/,620000.0,400.0,2,3,1,77,"Rua Engenheiro Fábio Ruschi, Bento Ferreira",OPORTUNIDADE: APARTAMENTO 2 QUARTOS. 77M² BENTO FERREIRA. LAZER COMPLETO,Rua Engenheiro Fábio Ruschi, Bento Ferreira
305,/imovel/venda-apartamento-4-quartos-mobiliado-barro-vermelho-vitoria-es-236m2-id-2625416481/,4200000.0,2570.0,4,6,3,236,"Rua Carlos Nicoletti Madeira, Barro Vermelho",Venda Apartamento 4 quartos Barro Vermelho Vitória,Rua Carlos Nicoletti Madeira, Barro Vermelho
306,/imovel/venda-apartamento-3-quartos-praia-do-sua-vitoria-es-121m2-id-2560201255/,280000.0,230.0,3,3,0,121,"Rua Padre Antônio Ribeiro Pinto, Praia do Sua",Apartamento para venda com 121 metros quadrados com 3 quartos.,Rua Padre Antônio Ribeiro Pinto, Praia do Sua
307,/imovel/venda-apartamento-3-quartos-com-cozinha-maruipe-vitoria-es-120m2-id-2572172787/,650000.0,700.0,3,3,2,120,Maruípe,"Apartamento à venda, 120 m² por R$ 650.000,00 - Maruípe - Vitória/ES",Maruípe,
308,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-67m2-id-2609396122/,630000.0,400.0,2,2,2,67,"Rua Chafic Murad, Bento Ferreira","Apartamento de 2 quartos em Bento Ferreira para venda, Vitória, ES",Rua Chafic Murad, Bento Ferreira
309,/imovel/venda-apartamento-4-quartos-mobiliado-jardim-camburi-vitoria-es-110m2-id-2582562466/,1290000.0,1000.0,4,3,2,110,"Rua Elzira Vivácqua, Jardim Camburi","Apartamento para Venda em Vitória, Jardim Camburi, 4 dormitórios, 1 suíte, 3 banheiros, 2 vagas",Rua Elzira Vivácqua, Jardim Camburi
310,/imovel/venda-apartamento-3-quartos-com-salao-de-festas-jardim-da-penha-vitoria-es-100m2-id-2573210782/,440000.0,380.0,3,2,1,100,"Rua Bento Ozório Silva, Jardim da Penha","JARDIM DA PENHA APT 3 QTS POR APENAS R$440.000,00",Rua Bento Ozório Silva, Jardim da Penha
311,/imovel/venda-apartamento-3-quartos-barro-vermelho-vitoria-es-87m2-id-2621469919/,1018671.0,,3,2,2,87,"Rua Doutor João Carlos de Souza, Barro Vermelho",Apartamento com 3 dormitórios à venda em Vitória,Rua Doutor João Carlos de Souza, Barro Vermelho
312,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-84m2-id-2518027417/,808457.0,,3,2,2,84,"Rua Domingos Póvoa Lemos, Jardim Camburi","APARTAMENTO RESIDENCIAL em VITÓRIA - ES, JARDIM CAMBURI",Rua Domingos Póvoa Lemos, Jardim Camburi
313,/imovel/venda-apartamento-4-quartos-mobiliado-praia-do-canto-vitoria-es-240m2-id-91016903/,2850000.0,2800.0,4,5,3,240,"Rua Celso Calmon, Praia do Canto",04 suítes - 240 m² + 28 m² de área externa - 03 vagas - Praia do Canto,Rua Celso Calmon, Praia do Canto
314,/imovel/venda-apartamento-3-quartos-com-piscina-praia-do-canto-vitoria-es-147m2-id-2622077330/,2220000.0,134967.0,3,5,3,147,"Rua Aleixo Netto, Praia do Canto",Excelente apartamento no coração da Praia do Canto com 03 suítes. Com 147m²,Rua Aleixo Netto, Praia do Canto
315,/imovel/venda-apartamento-4-quartos-com-churrasqueira-sao-cristovao-vitoria-es-180m2-id-2612927271/,395000.0,,4,2,0,180,"Avenida Adolpho Cassoli, São Cristóvão",Custo benefício; 4 quartos; churrasqueira; localização,Avenida Adolpho Cassoli, São Cristóvão
316,/imovel/venda-apartamento-3-quartos-mobiliado-santa-helena-vitoria-es-108m2-id-2625737073/,1280000.0,,3,3,2,108,Santa Helena,LINDO APARTAMENTO PARA SE MORAR,Santa Helena,
317,/imovel/venda-apartamento-3-quartos-com-salao-de-festas-bento-ferreira-vitoria-es-123m2-id-2621579278/,460000.0,438.0,3,2,2,123,"Rua Henrique Rosetti, Bento Ferreira","Apartamento para Venda, Vitória / ES",Rua Henrique Rosetti, Bento Ferreira
318,/imovel/venda-apartamento-2-quartos-com-piscina-praia-do-canto-vitoria-es-104m2-id-2559344099/,1595000.0,500.0,2,2,2,104,"Rua Aleixo Netto, Praia do Canto",2 quartos com suíte estilo Garden novíssimo na Praia do Canto,Rua Aleixo Netto, Praia do Canto
319,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-90m2-id-2625165300/,380000.0,300.0,3,3,1,90,"Rua Doutor João Batista Miranda Amaral, Jardim Camburi",2 quartos + 1 sendo 1 suíte pertinho do mar em Jardim Camburi,Rua Doutor João Batista Miranda Amaral, Jardim Camburi
320,/imovel/venda-apartamento-4-quartos-com-piscina-jardim-camburi-vitoria-es-136m2-id-2626017153/,1950000.0,800.0,4,4,3,136,"Rua Gelu Vervloet dos Santos, Jardim Camburi",Apartamento para venda de 4 quartos com 2 suítes em Jardim Camburi - Vitória - ES,Rua Gelu Vervloet dos Santos, Jardim Camburi
321,/imovel/venda-apartamento-3-quartos-com-piscina-mata-da-praia-vitoria-es-120m2-id-2610942702/,1540000.0,1000.0,3,3,2,120,"Rua Nicolau Von Schïlgen, Mata da Praia","Apartamento 3 quartos, Mata da Praia, Vitória, ES",Rua Nicolau Von Schïlgen, Mata da Praia
322,/imovel/venda-apartamento-3-quartos-com-salao-de-festas-bento-ferreira-vitoria-es-125m2-id-2601685077/,769000.0,800.0,3,4,1,125,"Rua Coronel Schwab Filho, Bento Ferreira",AMPLO 3 QTOS 125m² SOL DA MANHÃ TODO MONTADO,Rua Coronel Schwab Filho, Bento Ferreira
323,/imovel/venda-apartamento-2-quartos-jardim-camburi-vitoria-es-46m2-id-2611283453/,420000.0,360.0,2,2,1,46,"Avenida Governador Eurico Rezende, Jardim Camburi","Apartamento para venda com 46m², 2 quartos sendo 1 suíte e área de lazer",Avenida Governador Eurico Rezende, Jardim Camburi
324,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-70m2-id-2550889371/,663000.0,380.0,2,2,1,70,"Rua Aluysio Simões, Bento Ferreira",APARTAMENTO 2 QUARTOS EM BENTO FERREIRA DECORADO,Rua Aluysio Simões, Bento Ferreira
325,/imovel/venda-apartamento-3-quartos-bento-ferreira-vitoria-es-97m2-id-2578503014/,630000.0,750.0,3,2,1,97,"Rua Hélio Marconi, Bento Ferreira",3 QUARTOS SUITE REFORMADO E MONTADO LAZER COM CHURRASQUEIRA,Rua Hélio Marconi, Bento Ferreira
326,/imovel/venda-cobertura-4-quartos-com-piscina-bento-ferreira-vitoria-es-240m2-id-2540852587/,1590000.0,1400.0,4,5,3,240,"Rua Coronel Schwab Filho, Bento Ferreira",Cobertura triplex maravilhosa em Bento Ferreira para venda possui 240 metros quadrados com 4 quartos,Rua Coronel Schwab Filho, Bento Ferreira
327,/imovel/venda-apartamento-3-quartos-praia-do-canto-vitoria-es-110m2-id-2625147814/,400000.0,450.0,3,3,1,110,"Avenida Nossa Senhora da Penha, Praia do Canto",Apartamento para venda tem 110 metros quadrados com 3 quartos na praia do canto,Avenida Nossa Senhora da Penha, Praia do Canto
328,/imovel/venda-apartamento-3-quartos-com-churrasqueira-maruipe-vitoria-es-100m2-id-2558751931/,325000.0,0.0,3,3,1,100,Maruípe,Apartamento 3 quartos em Maruípe,Maruípe,
329,/imovel/venda-apartamento-3-quartos-parque-moscoso-vitoria-es-148m2-id-2591941056/,280000.0,806.0,3,3,1,148,"Rua Vinte e Três de Maio, Parque Moscoso","Apartamento à venda 148MTS COM 3 quartos, 01 suite, PARQUE MOSCOSO, Centro da capital de VITORIA, E",Rua Vinte e Três de Maio, Parque Moscoso
330,/imovel/venda-apartamento-2-quartos-bento-ferreira-vitoria-es-80m2-id-2608664093/,315000.0,378.0,2,2,0,80,"Rua Chafic Murad, Bento Ferreira",Apartamento 2 Quartos Dependência empregada 80m² elevador sem vaga garagem Bento Ferreira,Rua Chafic Murad, Bento Ferreira
331,/imovel/venda-apartamento-4-quartos-com-piscina-praia-do-sua-vitoria-es-140m2-id-2586036493/,920000.0,750.0,4,4,0,140,"Avenida João Baptista Parra, Praia do Sua",Apartamento para venda possui 140 metros quadrados com 4 quartos em Praia do Suá - Vitória - ES,Avenida João Baptista Parra, Praia do Sua
332,/imovel/venda-apartamento-4-quartos-com-academia-santa-lucia-vitoria-es-212m2-id-2607814140/,710000.0,450.0,4,4,1,212,Santa Lúcia,Apartamento para venda possui 212 metros quadrados com 4 quartos em Santa Lúcia - Vitória - ES,Santa Lúcia,
333,/imovel/venda-apartamento-3-quartos-com-churrasqueira-jardim-camburi-vitoria-es-105m2-id-2605521393/,790000.0,500.0,3,3,2,105,"Rua Desembargador Eurípdes Queiroz do Valle, Jardim Camburi",Apartamento com 105 metros quadrados com 3 quartos em Jardim Camburi - Vitória - ES,Rua Desembargador Eurípdes Queiroz do Valle, Jardim Camburi
334,/imovel/venda-apartamento-2-quartos-com-piscina-bento-ferreira-vitoria-es-70m2-id-2607275707/,630000.0,0.0,2,2,1,70,"Rua Aluysio Simões, Bento Ferreira",Melhor 2 qts de Vitória no miolo de Bento Ferreira,Rua Aluysio Simões, Bento Ferreira
335,/imovel/venda-apartamento-3-quartos-santa-helena-vitoria-es-110m2-id-2534863779/,395000.0,200.0,3,2,1,110,"Avenida Nossa Senhora da Penha, Santa Helena",Apartamento para venda tem 110 metros quadrados com 3 quartos em Santa Helena - Vitória - ES,Avenida Nossa Senhora da Penha, Santa Helena
336,/imovel/venda-apartamento-4-quartos-com-cozinha-jardim-camburi-vitoria-es-136m2-id-2624489111/,1950000.0,800.0,4,4,3,136,"Rua Gelu Vervloet dos Santos, Jardim Camburi","Apartamento com 4 dormitórios à venda, 136 m² por R$ 1.950.000,00 - Jardim Camburi - Vitória/ES",Rua Gelu Vervloet dos Santos, Jardim Camburi
337,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-88m2-id-2625619276/,450000.0,350.0,3,1,1,88,Jardim Camburi,(Ana Claudia) Apartamento de 3 quartos em Jardim Camburi - 2️⃣7️⃣9️⃣9️⃣8️⃣0️⃣7️⃣5️⃣8️⃣0️⃣3️⃣,Jardim Camburi,
338,/imovel/venda-apartamento-2-quartos-com-piscina-mata-da-praia-vitoria-es-66m2-id-2580075206/,1100000.0,730.0,2,2,1,66,Mata da Praia,"Apartamento à venda, 66 m² por R$ 1.100.000,00 - Mata da Praia - Vitória/ES",Mata da Praia,
339,/imovel/venda-apartamento-1-quarto-com-piscina-jardim-da-penha-vitoria-es-36m2-id-2625712255/,455000.0,1.0,1,1,1,36,"Rua Odette de Oliveira Lacourt, Jardim da Penha",Apartamento 1 quarto em Jardim da Penha,Rua Odette de Oliveira Lacourt, Jardim da Penha
340,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-77m2-id-2587924827/,764400.0,,3,2,2,77,Jardim Camburi,Vitória - Apartamento Padrão -,Jardim Camburi,
341,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-82m2-id-2617501098/,665000.0,,3,2,1,82,Jardim Camburi,Apartamento em Jardim Camburi - Vitória,Jardim Camburi,
342,/imovel/venda-apartamento-3-quartos-com-churrasqueira-maruipe-vitoria-es-85m2-id-2612598877/,320000.0,440.0,3,3,1,85,Maruípe,Venda Apartamento 3 quartos Maruípe Vitória,Maruípe,
343,/imovel/venda-apartamento-3-quartos-mobiliado-barro-vermelho-vitoria-es-120m2-id-2557667153/,1590000.0,862.0,3,3,4,120,"Rua José Luiz Gabeira, Barro Vermelho","Extraordinário 3 quartos sendo 1 suíte, com lazer clube e 4 vagas de garagem no Barro Vermelho - Vit",Rua José Luiz Gabeira, Barro Vermelho
344,/imovel/venda-apartamento-3-quartos-com-piscina-praia-do-canto-vitoria-es-91m2-id-2625701962/,890000.0,700.0,3,2,2,91,"Rua Fortunato Ramos, Praia do Canto",Apartamento para venda com 3 quartos em Santa Lúcia - Vitória - ES,Rua Fortunato Ramos, Praia do Canto
345,/imovel/venda-apartamento-3-quartos-com-varanda-praia-do-canto-vitoria-es-90m2-id-2607035490/,650000.0,590.0,3,2,1,90,Praia do Canto,"Apartamento à venda, 3 quartos, 1 vaga, Praia do Canto - Vitória/ES",Praia do Canto,
346,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-88m2-id-2501200697/,869000.0,,3,2,2,88,"Avenida Governador Eurico Rezende, Jardim Camburi","Apartamento em Jardim Camburi, 3 quartos com suíte, 2 banheiros, 2 vagas",Avenida Governador Eurico Rezende, Jardim Camburi
347,/imovel/venda-apartamento-4-quartos-com-piscina-mata-da-praia-vitoria-es-143m2-id-2592620831/,2500000.0,,4,5,3,143,"Avenida Dante Michelini, Mata da Praia",APARTAMENTO NA ORLA DA MATA DA PRAIA 4 SUÍTES. 143M². ACESSO AO CLUBE MATA DA PRAIA,Avenida Dante Michelini, Mata da Praia
348,/imovel/venda-apartamento-2-quartos-praia-do-canto-vitoria-es-70m2-id-2614567593/,740000.0,,2,2,1,70,Praia do Canto,Apartamento em Praia do Canto - Vitória,Praia do Canto,
349,/imovel/venda-apartamento-3-quartos-mobiliado-barro-vermelho-vitoria-es-104m2-id-2610488321/,1150000.0,600.0,3,3,2,104,"Rua Doutor Guilherme Serrano, Barro Vermelho",Apartamento para venda tem 104 metros quadrados com 3 quartos em Barro Vermelho - Vitória - ES,Rua Doutor Guilherme Serrano, Barro Vermelho
350,/imovel/venda-apartamento-3-quartos-com-churrasqueira-jardim-da-penha-vitoria-es-127m2-id-2574075530/,830000.0,500.0,3,3,2,127,Jardim da Penha,www.sarloimoveis.com.br,Jardim da Penha,
351,/imovel/venda-apartamento-3-quartos-mobiliado-santa-helena-vitoria-es-108m2-id-2625657952/,1290000.0,650.0,3,2,2,108,"Rua Almirante Soído, Santa Helena",Apartamento de 3 quartos e lazer completíssimo em Santa Helena - Vitória,Rua Almirante Soído, Santa Helena
352,/imovel/venda-apartamento-3-quartos-com-elevador-jardim-camburi-vitoria-es-87m2-id-2582791950/,880000.0,550.0,3,1,2,87,Jardim Camburi,"Apartamento com 3 dorms, Jardim Camburi, Vitória - R$ 880 mil, Cod:",Jardim Camburi,
353,/imovel/venda-apartamento-3-quartos-jardim-camburi-vitoria-es-84m2-id-2555138153/,957352.0,0.0,3,2,1,84,"Rua Carlos Delgado Guerra Pinto, Jardim Camburi",Imóvel na Hachbart,Rua Carlos Delgado Guerra Pinto, Jardim Camburi
354,/imovel/venda-apartamento-3-quartos-com-piscina-jardim-camburi-vitoria-es-85m2-id-2598358158/,780000.0,570.0,3,2,2,85,"Rua Ruy Pinto Bandeira, Jardim Camburi","Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Jardim Camburi - Vitória/ES",Rua Ruy Pinto Bandeira, Jardim Camburi
355,/imovel/venda-apartamento-3-quartos-com-cozinha-jardim-da-penha-vitoria-es-100m2-id-2624362189/,399000.0,430.0,3,2,1,100,Jardim da Penha,"Apartamento à venda, 100 m² por R$ 399.000,00 - Jardim da Penha - Vitória/ES",Jardim da Penha,
356,/imovel/venda-apartamento-3-quartos-praia-do-canto-vitoria-es-130m2-id-2616809364/,1100000.0,560.0,3,3,1,130,"Rua Elesbão Linhares, Praia do Canto","Apartamento para venda no miolo da Praia do Canto , 3 quartos com 1 Suíte",Rua Elesbão Linhares, Praia do Canto
